,Descriptor,Train,Test,Classifier,Scaler,Acc. avg,Acc. std,Sens.,Spec.
0,MobileNet_V2,BUID,BUID,Rbf SVC,z-score,71.97964847363552,7.488743744913048,66.0,78.83116883116884
0,MobileNet_V2,BrEaST,BUID,Rbf SVC,z-score,59.91379310344828,,30.081300813008134,93.57798165137615
0,ResNet50,BrEaST,BrEaST,Rbf SVC,z-score,73.40392156862745,1.7171635096959017,48.8421052631579,88.94623655913979
0,ResNet50,BrEaST,BUID,Rbf SVC,z-score,66.8103448275862,,44.71544715447154,91.74311926605505
0,ResNet50,BUID,BUID,Rbf SVC,z-score,73.24699352451435,4.4100299625108565,63.4,84.32900432900433
0,ResNet50,BrEaST,BUID,Rbf SVC,z-score,66.8103448275862,,44.71544715447154,91.74311926605505
0,Swin_V2_s,BrEaST,BrEaST,Rbf SVC,z-score,77.83529411764707,6.832601586836778,70.52631578947368,82.47311827956989
0,Swin_V2_s,BrEaST,BUID,Rbf SVC,z-score,73.27586206896551,,60.16260162601627,88.07339449541286
0,Swin_V2_s,BUID,BUID,Rbf SVC,z-score,79.71322849213692,4.107620559653879,78.9,80.73593073593074
0,Swin_V2_s,BrEaST,BUID,Rbf SVC,z-score,73.27586206896551,,60.16260162601627,88.07339449541286
